produce_type,temperature,humidity,voc,storage_age,initial_shelf_life,remaining_shelf_life
Carrot,13.8,77.1,0.089,3.5,30,4.7
Apple,-2.0,98.9,0.294,62.3,180,63.3
Mango,13.3,89.4,1.131,8.0,21,1.7
Onion_Green,2.8,100.0,0.413,18.5,25,0.0
Onion_Green,1.2,95.7,0.428,23.3,25,0.0
Cucumber,13.8,91.0,0.08,1.9,14,11.5
Banana,13.9,100.0,0.183,1.6,20,17.4
Onion_Green,0.2,95.4,0.062,3.3,25,21.4
Apple,10.6,85.5,0.79,66.3,180,0.0
Broccoli,13.9,90.0,0.287,3.5,18,0.0
Spinach,1.0,100.0,0.01,0.2,12,11.8
Grapes,10.6,84.8,0.263,9.0,45,9.4
Grapes,8.5,84.7,0.748,35.8,45,0.0
Tomato,37.9,65.9,2.496,2.9,21,0.0
Carrot,0.2,96.8,0.199,22.9,30,1.3
Banana,32.5,73.6,13.166,16.8,20,0.0
Potato,17.8,77.1,0.556,148.3,200,0.0
Onion,31.9,68.5,0.528,74.2,180,0.0
Carrot,-0.4,96.8,0.139,21.3,30,4.1
Cucumber,13.4,96.6,0.383,8.6,14,0.7
Tomato,28.1,60.7,0.318,1.3,21,9.2
Orange,32.6,83.4,6.659,65.5,70,0.0
Carrot,28.0,52.3,0.104,0.7,30,8.4
Bell Pepper,7.2,95.7,0.406,12.0,18,0.0
Tomato,32.6,61.3,10.116,18.6,21,0.0
Carrot,37.0,81.8,9.406,25.6,30,0.0
Mango,12.2,94.8,1.489,13.2,21,0.0
Carrot,34.6,60.9,4.254,22.6,30,0.0
Banana,37.8,76.4,15.0,18.7,20,0.0
Apple,28.7,68.7,13.725,156.6,180,0.0
Bell Pepper,9.2,100.0,0.473,14.7,18,0.0
Mango,20.9,83.5,4.675,14.4,21,0.0
Broccoli,28.7,59.7,1.475,4.4,18,0.0
Banana,29.6,76.3,5.5,12.8,20,0.0
Onion,18.1,72.2,0.051,25.1,180,148.0
Carrot,1.1,100.0,0.253,25.1,30,0.0
Onion,29.5,54.0,0.961,144.2,180,0.0
Onion,34.8,79.8,1.004,110.0,180,0.0
Grapes,-2.0,100.0,0.109,10.3,45,28.6
Tomato,16.2,90.5,1.081,12.7,21,0.0
Strawberry,31.3,64.1,15.0,4.3,5,0.0
Banana,15.6,95.8,1.941,14.1,20,0.0
Mango,23.3,80.1,4.002,10.5,21,0.0
Broccoli,2.3,99.6,0.306,10.2,18,2.7
Carrot,8.4,88.0,0.472,18.9,30,0.0
Apple,2.5,89.8,0.898,115.9,180,0.0
Cucumber,10.6,97.8,0.469,13.3,14,0.0
Orange,7.9,92.5,0.859,60.0,70,0.0
Banana,37.9,82.4,15.0,18.0,20,0.0
Mango,14.4,92.6,1.924,10.3,21,0.0
Tomato,16.5,85.0,1.5,15.8,21,0.0
Onion_Green,1.5,98.5,0.266,16.1,25,2.9
Broccoli,11.8,88.6,0.122,2.3,18,7.6
Orange,5.4,87.2,0.354,41.7,70,10.5
Bell Pepper,8.0,95.4,0.176,4.3,18,12.2
Grapes,0.4,94.8,0.247,16.4,45,23.2
Spinach,37.3,84.0,1.019,1.7,12,0.0
Potato,34.3,71.8,1.557,71.2,200,0.0
Tomato,31.8,62.3,2.024,6.8,21,0.0
Bell Pepper,9.4,87.2,0.463,11.0,18,0.0
Banana,12.6,93.6,2.491,18.1,20,0.0
Mango,26.8,83.3,4.187,8.3,21,0.0
Mango,12.7,94.1,1.255,7.6,21,1.7
Bell Pepper,30.2,69.0,2.326,8.3,18,0.0
Apple,4.3,98.2,0.921,121.4,180,0.0
Tomato,28.8,76.0,2.517,8.7,21,0.0
Banana,29.4,79.5,0.5,0.8,20,14.1
Onion_Green,-2.0,96.0,0.14,9.6,25,12.9
Cucumber,27.0,82.7,0.477,3.0,14,0.0
Carrot,1.0,98.1,0.179,27.9,30,0.0
Potato,37.2,80.2,4.562,189.0,200,0.0
Spinach,8.2,90.2,0.075,2.0,12,7.0
Apple,32.1,57.9,0.538,3.4,180,83.7
Bell Pepper,16.9,79.4,1.181,15.9,18,0.0
Strawberry,12.9,85.0,1.993,2.2,5,0.0
Tomato,18.1,92.6,0.679,7.5,21,5.8
Spinach,3.8,100.0,0.028,1.4,12,10.3
Orange,5.7,87.8,0.069,6.1,70,63.3
Bell Pepper,31.8,68.4,4.438,12.6,18,0.0
Banana,14.3,90.7,0.986,8.3,20,1.7
Potato,7.7,92.1,0.128,91.0,200,93.7
Broccoli,2.6,100.0,0.443,15.5,18,0.0
Spinach,-1.5,99.4,0.09,8.1,12,1.9
Onion_Green,30.0,53.0,2.96,9.7,25,0.0
Carrot,2.4,99.1,0.259,20.4,30,2.1
Onion_Green,0.5,100.0,0.121,9.1,25,14.1
Carrot,1.0,93.9,0.246,26.5,30,0.0
Mango,12.8,90.0,1.973,13.1,21,0.0
Bell Pepper,10.3,94.3,0.02,0.6,18,17.4
Cucumber,29.7,75.2,1.862,6.5,14,0.0
Apple,36.2,55.2,15.0,170.9,180,0.0
Orange,8.1,84.3,0.687,56.7,70,0.0
Strawberry,3.0,100.0,0.699,2.0,5,0.3
Onion_Green,2.1,94.1,0.117,6.4,25,16.6
Onion,20.8,66.2,0.391,158.0,180,0.0
Bell Pepper,24.4,82.7,0.242,1.5,18,9.1
Spinach,35.4,62.6,3.377,8.3,12,0.0
Onion_Green,37.3,57.0,0.241,0.4,25,10.4
Apple,-1.8,88.4,0.152,31.1,180,133.2
Banana,14.8,97.7,0.014,0.1,20,19.9
Cucumber,22.3,85.0,0.291,3.2,14,0.3
Grapes,0.6,93.4,0.057,4.0,45,40.6
Onion,19.3,79.2,0.143,74.4,180,0.0
Broccoli,6.4,87.4,0.537,10.2,18,0.0
Orange,4.3,87.4,0.391,40.8,70,9.6
Broccoli,35.0,53.1,10.169,13.1,18,0.0
Cucumber,9.1,92.3,0.112,4.3,14,8.3
Potato,7.2,90.7,0.243,165.6,200,0.0
Potato,15.7,87.5,0.038,10.7,200,176.0
Banana,16.0,91.3,1.902,16.7,20,0.0
Apple,35.7,60.4,2.528,12.8,180,0.0
Cucumber,9.1,95.3,0.036,1.6,14,12.1
Onion,20.5,74.8,0.441,156.4,180,0.0
Onion,30.6,74.2,0.087,15.7,180,122.4
Cucumber,34.4,66.7,3.272,9.0,14,0.0
Orange,15.8,74.8,0.374,13.5,70,4.9
Potato,34.1,65.4,0.086,5.0,200,103.3
Tomato,13.8,89.1,0.122,2.2,21,18.1
Mango,36.6,65.4,15.0,19.9,21,0.0
Banana,14.1,92.9,1.032,7.8,20,2.5
Spinach,29.8,56.9,1.307,4.7,12,0.0
Broccoli,28.6,61.9,1.63,5.0,18,0.0
Cucumber,10.6,94.5,0.329,9.8,14,0.1
Potato,35.4,69.9,2.393,127.2,200,0.0
Onion,20.3,64.6,0.347,135.7,180,0.0
Bell Pepper,11.3,87.0,0.572,15.9,18,0.0
Bell Pepper,12.0,98.8,0.22,3.9,18,11.8
Strawberry,28.7,76.5,6.933,1.3,5,0.0
Broccoli,11.3,88.0,0.797,11.3,18,0.0
Carrot,2.2,98.4,0.114,14.8,30,12.7
Onion_Green,0.8,98.3,0.323,14.7,25,4.3
Bell Pepper,10.3,92.4,0.12,3.2,18,14.3
Mango,19.3,97.1,1.827,8.5,21,0.0
Broccoli,30.1,79.0,7.898,15.5,18,0.0
Onion,34.5,77.0,0.67,69.4,180,0.0
Onion_Green,0.5,100.0,0.405,19.6,25,0.0
Spinach,3.5,99.8,0.236,9.8,12,0.0
Potato,9.5,90.7,0.012,6.6,200,193.0
Mango,12.7,94.0,0.433,3.5,21,15.6
Tomato,25.4,76.8,0.822,3.7,21,4.8
Cucumber,29.3,81.2,0.961,5.5,14,0.0
Grapes,37.2,61.8,9.273,19.1,45,0.0
Bell Pepper,37.8,59.8,8.397,13.7,18,0.0
Spinach,35.7,67.0,0.145,0.2,12,5.2
Broccoli,-1.7,96.1,0.282,15.0,18,0.0
Carrot,1.8,94.9,0.048,4.8,30,24.6
Grapes,9.8,89.9,0.01,0.3,45,44.0
Broccoli,8.2,85.0,0.393,8.7,18,0.0
Potato,8.6,89.7,0.146,111.9,200,62.6
Onion,32.6,58.1,0.839,150.3,180,0.0
Strawberry,-0.4,91.7,1.408,4.7,5,0.0
Broccoli,6.2,88.4,0.555,15.7,18,0.0
Broccoli,0.3,100.0,0.115,4.8,18,12.4
Spinach,-1.1,97.5,0.076,5.5,12,5.5
Tomato,19.4,90.6,0.609,6.0,21,9.2
Carrot,3.1,98.5,0.204,16.1,30,8.3
Spinach,33.6,74.6,4.031,9.6,12,0.0
Potato,13.0,81.9,0.359,153.5,200,0.0
Broccoli,0.8,95.1,0.268,15.1,18,0.0
Mango,14.2,92.3,1.219,8.6,21,0.0
Bell Pepper,11.0,89.9,0.105,2.1,18,15.5
Spinach,2.1,94.7,0.034,1.7,12,10.2
Bell Pepper,9.8,93.0,0.019,0.6,18,17.4
Orange,3.8,89.7,0.354,56.0,70,0.0
Grapes,31.3,52.4,11.579,42.4,45,0.0
Grapes,0.3,96.6,0.28,26.2,45,7.0
Broccoli,-2.0,100.0,0.269,13.9,18,0.0
Cucumber,11.9,100.0,0.343,7.7,14,1.8
Mango,32.9,69.5,15.0,17.6,21,0.0
Carrot,2.5,97.4,0.17,14.6,30,11.7
Potato,11.2,88.6,0.264,122.2,200,8.8
Strawberry,-0.1,94.2,0.629,2.8,5,0.0
Mango,13.7,91.3,1.032,5.3,21,8.9
Onion,31.7,80.3,0.08,12.8,180,98.5
Onion,29.4,59.0,0.832,158.5,180,0.0
Onion_Green,32.5,54.4,2.365,5.2,25,0.0
Potato,30.8,70.2,0.381,22.0,200,0.0
Strawberry,30.0,76.5,5.935,1.7,5,0.0
Potato,10.5,93.7,0.267,154.7,200,0.0
Potato,6.6,93.3,0.036,21.7,200,175.6
Carrot,5.2,96.1,0.159,10.7,30,13.3
Potato,31.2,70.9,0.641,52.7,200,0.0
Strawberry,0.6,100.0,1.132,3.1,5,0.0
Grapes,1.3,95.3,0.195,14.3,45,26.1
Cucumber,29.0,80.7,0.963,3.9,14,0.0
Broccoli,-0.6,100.0,0.172,6.5,18,9.8
Cucumber,13.1,99.7,0.45,9.8,14,0.0
Tomato,31.8,52.3,8.289,19.7,21,0.0
Spinach,11.9,81.8,0.636,10.1,12,0.0
Potato,15.9,81.3,0.341,111.8,200,0.0
Banana,35.6,62.5,2.17,2.2,20,0.0
Apple,34.4,64.0,9.09,45.1,180,0.0
Spinach,2.2,92.9,0.162,9.3,12,0.0
Mango,30.0,58.7,2.246,3.9,21,0.0
Orange,6.5,89.7,0.027,2.3,70,67.5
Spinach,12.3,87.1,0.154,3.3,12,0.0
Carrot,2.0,97.2,0.01,0.9,30,29.1
Broccoli,8.3,83.6,0.581,16.4,18,0.0
Mango,12.4,99.1,0.198,1.6,21,18.6
Onion_Green,0.3,98.0,0.058,3.5,25,21.2
Orange,6.8,90.2,0.364,34.2,70,16.9
Cucumber,29.1,84.1,1.881,9.3,14,0.0
Strawberry,0.2,98.8,0.81,2.5,5,0.0
Spinach,0.5,96.2,0.08,7.4,12,3.8
Spinach,-1.5,97.3,0.111,7.9,12,2.0
Apple,17.7,70.8,2.855,102.7,180,0.0
Spinach,30.2,74.4,0.845,2.8,12,0.0
Mango,32.9,75.5,7.846,7.6,21,0.0
Spinach,4.0,93.3,0.195,7.7,12,0.3
Apple,-0.6,98.8,0.276,69.4,180,63.4
Banana,13.7,93.3,0.995,8.2,20,2.1
Orange,3.5,88.6,0.232,29.5,70,30.8
Bell Pepper,23.6,90.6,0.182,1.3,18,11.6
Mango,11.8,88.8,1.574,16.0,21,0.0
Potato,17.8,84.7,0.461,125.7,200,0.0
Strawberry,-1.3,100.0,0.855,3.7,5,0.0
Carrot,1.0,97.6,0.032,3.5,30,26.4
Onion,28.6,49.9,0.466,97.8,180,0.0
Bell Pepper,9.2,90.2,0.108,4.2,18,13.1
Bell Pepper,10.0,89.8,0.115,2.8,18,14.7
Banana,31.1,84.3,10.04,14.4,20,0.0
Mango,12.0,92.7,0.286,3.8,21,15.8
Onion,20.4,70.7,0.33,133.2,180,0.0
Potato,37.4,57.7,4.429,153.9,200,0.0
Banana,31.6,82.3,0.553,0.7,20,14.0
Grapes,31.1,50.8,7.253,34.7,45,0.0
Apple,3.7,90.4,0.709,106.5,180,0.0
Broccoli,9.8,86.0,0.762,10.9,18,0.0
Bell Pepper,36.2,70.1,3.965,8.0,18,0.0
Orange,36.3,68.3,15.0,60.1,70,0.0
Orange,32.9,56.1,0.815,5.3,70,0.0
Broccoli,0.6,100.0,0.095,3.7,18,13.7
Cucumber,37.6,58.4,4.604,10.2,14,0.0
Strawberry,30.8,81.4,7.494,1.2,5,0.0
Onion,18.8,71.7,0.112,57.3,180,106.8
Onion_Green,32.2,78.1,1.146,2.5,25,0.0
Mango,32.5,76.6,15.0,14.1,21,0.0
Tomato,17.0,87.8,1.335,15.0,21,0.0
Grapes,34.3,78.9,8.345,28.2,45,0.0
Orange,32.3,79.4,4.219,35.3,70,0.0
Grapes,-1.1,88.4,0.022,2.4,45,42.2
Spinach,30.2,78.9,0.481,1.5,12,0.0
Cucumber,14.8,87.2,0.232,5.7,14,3.2
Banana,23.8,78.5,1.439,4.2,20,0.0
Strawberry,-1.1,96.2,0.947,3.2,5,0.0
Strawberry,1.4,85.6,0.749,2.0,5,0.5
Carrot,37.7,62.0,6.617,14.9,30,0.0
Carrot,-0.7,96.4,0.087,10.8,30,17.3
Cucumber,18.3,84.0,0.221,2.8,14,5.5
Mango,23.3,84.5,5.442,15.5,21,0.0
Broccoli,31.6,77.5,6.262,11.7,18,0.0
Banana,37.7,51.5,2.211,1.9,20,0.0
Banana,14.1,92.3,1.487,13.1,20,0.0
Carrot,2.2,100.0,0.225,22.3,30,0.1
Apple,12.0,78.7,0.04,3.0,180,166.3
Onion_Green,1.2,100.0,0.388,21.2,25,0.0
Cucumber,32.4,76.2,0.29,0.9,14,3.4
Cucumber,8.7,96.7,0.073,3.3,14,9.8
Potato,8.6,93.9,0.148,84.9,200,98.8
Spinach,0.7,99.5,0.01,0.6,12,11.4
Apple,28.7,65.6,13.085,106.2,180,0.0
Mango,14.0,93.3,2.338,15.1,21,0.0
Onion,32.1,57.8,0.618,108.2,180,0.0
Carrot,9.6,86.4,0.517,19.8,30,0.0
Bell Pepper,31.2,62.2,5.339,14.9,18,0.0
Tomato,14.1,89.6,1.368,18.1,21,0.0
Broccoli,2.6,92.1,0.472,16.7,18,0.0
Mango,11.8,93.6,1.847,14.9,21,0.0
Mango,10.0,90.5,1.552,14.4,21,0.0
Strawberry,7.1,89.5,1.297,2.7,5,0.0
Broccoli,-0.5,96.1,0.189,9.7,18,6.0
Apple,2.2,100.0,0.053,6.1,180,171.1
Carrot,0.6,97.9,0.199,20.2,30,4.8
Broccoli,-1.0,99.7,0.162,9.8,18,5.7
Bell Pepper,22.6,83.8,0.148,1.1,18,12.5
Spinach,1.6,93.3,0.016,1.1,12,10.8
Mango,26.0,84.6,4.548,8.4,21,0.0
Carrot,-2.0,100.0,0.159,20.6,30,0.9
Onion_Green,29.7,81.0,3.599,14.0,25,0.0
Strawberry,36.4,77.5,2.059,0.2,5,0.0
Onion_Green,-1.1,98.9,0.1,6.8,25,17.1
Grapes,13.1,85.1,0.628,11.9,45,0.0
Spinach,-2.0,100.0,0.058,3.5,12,7.4
Onion_Green,0.4,100.0,0.144,7.9,25,15.3
Grapes,31.8,66.2,3.037,11.7,45,0.0
Carrot,0.8,99.6,0.051,5.6,30,23.8
Strawberry,35.7,67.5,15.0,1.7,5,0.0
Onion_Green,-1.7,97.7,0.063,3.6,25,21.0
Mango,19.3,82.9,0.649,2.3,21,13.8
Tomato,15.0,91.2,1.718,17.5,21,0.0
Onion_Green,0.3,100.0,0.341,16.6,25,0.9
Banana,31.7,77.7,6.028,8.5,20,0.0
Tomato,16.5,87.4,1.407,12.5,21,0.0
Mango,15.1,100.0,3.22,16.3,21,0.0
Onion_Green,4.7,91.5,0.321,13.2,25,0.0
Strawberry,38.0,64.4,1.86,0.2,5,0.0
Apple,1.5,91.8,1.279,145.0,180,0.0
Broccoli,1.6,96.7,0.425,15.8,18,0.0
Spinach,34.3,51.8,5.772,11.1,12,0.0
Apple,28.7,65.7,7.814,108.6,180,0.0
Potato,30.3,52.6,1.072,81.1,200,0.0
Strawberry,34.9,62.1,15.0,2.1,5,0.0
Carrot,31.3,69.0,4.375,23.2,30,0.0
Tomato,13.2,90.1,0.608,15.6,21,0.0
Banana,17.1,90.1,0.04,0.3,20,19.7
Potato,8.8,100.0,0.212,166.4,200,0.0
Tomato,15.7,84.9,0.491,5.0,21,12.8
Onion,19.5,63.4,0.136,67.3,180,93.8
Strawberry,2.3,95.1,0.677,2.3,5,0.6
Cucumber,23.3,80.8,0.659,6.0,14,0.0
Strawberry,34.7,68.2,4.326,0.5,5,0.0
Apple,0.6,91.3,0.614,144.9,180,0.0
Mango,21.9,85.1,1.512,6.3,21,0.0
Orange,36.3,80.2,7.67,37.9,70,0.0
Carrot,1.3,98.0,0.015,1.5,30,28.5
Apple,1.3,99.7,0.313,50.2,180,93.5
Potato,14.9,76.6,0.196,62.2,200,0.0
Potato,9.9,92.1,0.334,178.3,200,0.0
Onion_Green,34.0,69.9,1.913,3.9,25,0.0
Onion_Green,36.5,73.1,10.699,19.6,25,0.0
Apple,37.1,60.7,15.0,132.7,180,0.0
Strawberry,5.4,86.8,1.028,2.0,5,0.0
Broccoli,-1.5,92.9,0.117,6.6,18,9.3
Onion_Green,9.6,91.2,0.351,6.7,25,1.3
Mango,35.6,74.0,11.233,8.4,21,0.0
Cucumber,16.1,82.1,0.331,5.4,14,0.0
Grapes,-0.7,94.6,0.154,15.4,45,26.1
Broccoli,0.3,100.0,0.238,11.0,18,3.4
Grapes,8.5,85.6,0.805,35.5,45,0.0
Grapes,30.1,60.3,5.429,30.2,45,0.0
Onion,32.6,55.7,1.094,154.0,180,0.0
Apple,1.0,100.0,0.95,152.3,180,0.0
Cucumber,10.8,99.7,0.089,3.4,14,9.7
Strawberry,-2.0,88.1,0.12,0.5,5,4.3
Spinach,0.2,100.0,0.107,5.8,12,5.2
Carrot,33.7,55.6,3.055,14.8,30,0.0
Bell Pepper,10.0,88.4,0.553,12.7,18,0.0
Mango,12.2,93.3,0.884,6.4,21,7.7
Carrot,-0.1,100.0,0.22,26.5,30,0.0
Apple,28.3,75.1,3.661,38.0,180,0.0
Grapes,12.5,75.7,1.42,31.2,45,0.0
Mango,23.8,81.4,4.44,11.4,21,0.0
Bell Pepper,24.8,86.2,1.28,9.0,18,0.0
Spinach,2.9,98.7,0.155,9.3,12,0.2
Onion_Green,2.0,96.0,0.093,4.6,25,19.5
Onion,20.4,64.7,0.01,1.8,180,178.1
Grapes,0.1,96.0,0.168,14.1,45,27.0
Broccoli,4.6,90.8,0.415,14.6,18,0.0
Tomato,28.2,52.1,2.856,10.0,21,0.0
Mango,13.6,91.3,1.45,10.2,21,0.0
Grapes,1.1,88.2,0.597,40.4,45,0.0
Carrot,14.6,87.8,0.852,18.9,30,0.0
Onion_Green,10.1,79.8,0.414,10.6,25,0.0
Onion_Green,35.4,61.7,8.346,21.5,25,0.0
Grapes,-0.5,95.9,0.367,31.9,45,0.0
Broccoli,-1.1,100.0,0.081,3.6,18,13.8
Mango,14.1,98.4,0.039,0.3,21,20.7
Broccoli,1.9,95.5,0.449,16.4,18,0.0
Strawberry,-0.0,95.8,0.833,2.6,5,0.0
Bell Pepper,10.4,87.9,0.141,4.0,18,12.8
Carrot,28.8,81.6,4.091,24.1,30,0.0
Potato,11.0,93.5,0.432,177.3,200,0.0
Tomato,19.1,97.6,0.89,6.9,21,1.1
Orange,4.0,88.7,0.021,4.4,70,65.3
Banana,22.6,77.0,5.076,17.2,20,0.0
Carrot,1.0,100.0,0.223,18.0,30,6.4
Strawberry,33.6,70.0,13.931,1.4,5,0.0
Banana,12.1,94.3,0.379,2.9,20,15.5
Mango,11.1,91.6,0.051,0.5,21,20.4
Onion_Green,0.5,94.3,0.117,10.1,25,12.8
Cucumber,26.5,74.6,1.556,10.4,14,0.0
Banana,23.9,74.6,1.85,5.0,20,0.0
Potato,9.4,95.3,0.09,44.0,200,148.2
Bell Pepper,17.4,77.9,0.826,10.9,18,0.0
Banana,16.9,92.9,0.934,6.1,20,6.0
Mango,36.4,75.4,9.095,5.0,21,0.0
Orange,3.2,87.4,0.452,63.1,70,0.0
Onion,35.3,70.3,0.422,54.7,180,0.0
Spinach,0.9,94.6,0.183,9.7,12,0.0
Potato,10.0,97.5,0.157,92.2,200,71.0
Tomato,15.1,83.8,1.217,14.0,21,0.0
Bell Pepper,20.4,82.9,0.678,5.0,18,0.0
Tomato,23.0,77.0,2.687,17.0,21,0.0
Orange,13.5,77.7,1.316,62.4,70,0.0
Grapes,11.4,79.1,0.661,17.6,45,0.0
Grapes,31.1,74.6,5.318,21.2,45,0.0
Orange,4.3,90.9,0.509,54.0,70,0.0
Onion,29.9,59.0,0.22,38.7,180,36.3
Banana,14.3,84.8,0.63,5.7,20,7.7
Carrot,29.0,73.7,1.2,7.6,30,0.0
Tomato,37.0,54.0,4.302,7.4,21,0.0
Grapes,32.5,68.2,11.478,42.3,45,0.0
Bell Pepper,21.0,83.1,1.179,10.1,18,0.0
Mango,11.9,92.4,0.273,2.3,21,17.9
Bell Pepper,31.0,60.7,1.958,6.7,18,0.0
Onion,33.1,48.6,0.823,89.6,180,0.0
Bell Pepper,9.1,89.0,0.062,1.4,18,16.4
Apple,-0.6,92.7,0.555,91.6,180,19.5
Carrot,31.5,61.6,1.123,7.8,30,0.0
Potato,9.6,96.0,0.336,187.5,200,0.0
Bell Pepper,18.1,86.9,1.356,14.9,18,0.0
Spinach,2.5,100.0,0.064,3.3,12,8.2
Onion_Green,30.7,75.5,3.312,7.8,25,0.0
Grapes,-0.9,94.5,0.17,16.7,45,24.2
Onion_Green,0.3,97.1,0.01,0.6,25,24.4
Grapes,-0.3,95.1,0.41,35.1,45,0.0
Carrot,12.6,93.6,0.747,26.3,30,0.0
Onion,30.7,62.0,0.223,34.1,180,52.2
Bell Pepper,18.4,80.3,1.128,11.1,18,0.0
Grapes,37.1,67.9,11.127,30.8,45,0.0
Onion_Green,0.7,100.0,0.138,8.0,25,15.3
Onion,18.0,68.3,0.149,72.4,180,88.9
Potato,4.1,96.3,0.135,187.9,200,0.0
Bell Pepper,29.5,75.8,0.761,2.5,18,0.0
Carrot,34.8,75.4,4.929,18.8,30,0.0
Bell Pepper,21.8,81.9,1.208,9.7,18,0.0
Grapes,1.1,90.7,0.113,10.4,45,32.7
Spinach,31.4,62.1,0.615,1.6,12,0.0
Cucumber,21.6,88.3,0.305,2.9,14,3.4
Onion,34.9,71.6,1.857,146.0,180,0.0
Broccoli,9.7,86.3,0.187,4.3,18,1.1
Strawberry,33.9,77.1,14.515,2.0,5,0.0
Spinach,14.6,89.7,0.607,9.0,12,0.0
Bell Pepper,12.4,100.0,0.682,12.9,18,0.0
Mango,12.7,90.5,1.382,10.0,21,0.0
Onion,20.2,72.5,0.334,109.5,180,8.3
Carrot,29.2,67.8,0.304,1.6,30,0.0
Strawberry,-1.8,88.8,0.788,3.4,5,0.0
Orange,32.7,81.5,7.133,53.0,70,0.0
Carrot,36.4,82.2,3.806,10.7,30,0.0
Cucumber,12.8,93.7,0.433,11.2,14,0.0
Apple,-0.4,91.3,0.223,41.6,180,123.9
Orange,2.8,83.2,0.115,15.9,70,48.3
Carrot,2.2,95.2,0.208,19.1,30,4.9
Mango,11.9,97.5,0.757,6.4,21,7.6
Orange,28.7,83.4,5.619,60.5,70,0.0
Potato,35.7,73.8,1.456,86.9,200,0.0
Onion_Green,0.1,100.0,0.313,21.1,25,0.0
Strawberry,-1.4,87.6,0.142,0.6,5,4.1
Broccoli,7.4,86.6,0.402,7.7,18,0.0
Potato,8.0,91.2,0.063,44.3,200,151.6
Tomato,30.4,52.9,5.706,16.8,21,0.0
Spinach,1.8,100.0,0.146,9.0,12,1.0
Mango,32.0,83.7,14.414,13.7,21,0.0
Potato,7.2,90.9,0.108,90.3,200,93.4
Orange,30.2,62.9,4.924,39.5,70,0.0
Tomato,30.4,59.8,4.248,12.0,21,0.0
Cucumber,12.8,96.2,0.051,1.3,14,12.6
Onion_Green,-1.9,95.3,0.064,5.5,25,18.5
Mango,36.9,71.6,13.035,9.8,21,0.0
Strawberry,-2.0,94.1,0.693,2.6,5,0.0
Banana,13.0,96.6,0.406,3.3,20,14.6
Banana,15.2,91.9,2.228,16.8,20,0.0
Bell Pepper,8.1,90.6,0.213,6.6,18,9.2
Onion,19.9,69.7,0.02,11.1,180,168.3
Bell Pepper,8.0,93.8,0.101,6.1,18,10.6
Orange,4.1,88.0,0.044,5.5,70,64.1
Grapes,-0.3,89.2,0.501,41.3,45,0.0
Onion,21.7,66.7,0.099,43.7,180,128.3
Carrot,34.8,79.9,2.362,8.4,30,0.0
Tomato,35.4,55.4,6.122,12.2,21,0.0
Tomato,17.0,95.1,2.024,19.0,21,0.0
Onion,17.8,65.7,0.209,109.2,180,30.1
Grapes,-0.1,86.5,0.041,3.4,45,40.6
Onion_Green,-1.2,100.0,0.355,21.3,25,0.0
Onion_Green,34.7,58.9,0.686,1.4,25,0.0
Carrot,16.5,83.9,0.799,21.9,30,0.0
Tomato,16.3,89.6,0.271,4.2,21,15.3
Spinach,34.3,84.5,1.603,3.9,12,0.0
Bell Pepper,33.0,78.7,2.73,7.1,18,0.0
Cucumber,33.8,82.0,1.648,4.9,14,0.0
Apple,33.0,51.1,15.0,107.2,180,0.0
Mango,23.8,89.3,0.508,1.4,21,15.5
Apple,31.1,60.9,15.0,129.2,180,0.0
Spinach,0.5,94.6,0.106,9.5,12,0.6
Onion_Green,-0.5,93.5,0.19,10.8,25,10.6
Mango,35.6,65.4,13.613,10.1,21,0.0
Orange,13.4,86.4,1.341,64.2,70,0.0
Banana,28.5,80.5,5.709,12.5,20,0.0
Potato,16.8,94.3,0.296,91.8,200,0.0
Onion,18.1,67.3,0.015,7.6,180,171.7
Tomato,23.5,74.9,0.782,5.5,21,0.0
Orange,4.3,84.4,0.17,22.0,70,41.9
Broccoli,32.8,69.1,6.133,10.2,18,0.0
Tomato,16.3,88.6,1.637,18.3,21,0.0
Onion_Green,33.0,80.3,9.386,22.6,25,0.0
Potato,19.6,84.9,0.934,161.1,200,0.0
Banana,16.5,92.0,0.558,4.6,20,11.7
Potato,9.4,92.6,0.052,29.5,200,168.2
Onion,30.2,56.1,0.266,51.9,180,0.0
Apple,33.0,62.4,9.156,70.9,180,0.0
Onion,28.1,55.3,0.038,7.0,180,156.8
Carrot,1.4,94.9,0.116,11.4,30,16.4
Onion_Green,-0.8,100.0,0.122,8.4,25,14.9
Onion_Green,34.5,78.5,6.764,12.4,25,0.0
Grapes,32.4,79.6,3.243,11.0,45,0.0
Orange,28.4,73.0,5.393,56.4,70,0.0
Orange,12.0,75.9,0.22,15.6,70,21.3
Tomato,15.2,85.0,1.364,14.8,21,0.0
Apple,2.1,98.9,0.308,39.0,180,115.7
Banana,28.5,75.2,5.496,10.3,20,0.0
Carrot,3.0,94.4,0.01,0.3,30,29.7
Broccoli,-0.5,99.3,0.055,2.7,18,15.1
Carrot,4.4,97.0,0.235,18.5,30,2.0
Carrot,6.5,75.6,0.461,27.2,30,0.0
Tomato,14.8,93.1,0.302,4.7,21,13.3
Spinach,9.2,80.6,0.047,1.3,12,6.4
Broccoli,1.3,91.0,0.139,4.2,18,11.8
Spinach,-1.4,100.0,0.061,5.1,12,5.7
Spinach,2.1,98.8,0.053,3.1,12,8.6
Onion,21.8,66.4,0.225,71.0,180,84.4
Orange,4.7,86.9,0.501,66.5,70,0.0
